Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,Recycling_parsed,Cooking_With_parsed
underweight,female,vegetarian,more frequently,wood,public,None,never,70,very frequently,1324,large,4,7,44,11,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",2161,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']"
normal,male,vegan,daily,coal,private,hybrid,sometimes,156,very frequently,2206,large,7,16,39,18,Yes,['Paper'],"['Stove', 'Oven', 'Microwave']",3923,['Paper'],"['Stove', 'Oven', 'Microwave']"
obese,male,omnivore,daily,wood,walk/bicycle,None,often,265,very frequently,71,extra large,3,16,48,22,Sometimes,['Metal'],"['Stove', 'Grill', 'Airfryer']",4415,['Metal'],"['Stove', 'Grill', 'Airfryer']"
obese,male,pescatarian,less frequently,electricity,public,None,often,118,rarely,1192,extra large,2,2,2,15,Sometimes,"['Glass', 'Metal']",['Stove'],1258,"['Glass', 'Metal']",['Stove']
underweight,female,vegan,twice a day,coal,public,None,often,281,never,1752,large,5,8,43,19,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1575,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
overweight,female,pescatarian,twice a day,coal,private,hybrid,never,148,very frequently,3597,medium,3,8,33,1,Sometimes,"['Paper', 'Plastic']",['Stove'],3064,"['Paper', 'Plastic']",['Stove']
overweight,female,vegetarian,daily,natural gas,walk/bicycle,None,sometimes,292,very frequently,81,large,7,0,37,17,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave']",3161,"['Plastic', 'Metal']","['Oven', 'Microwave']"
normal,female,vegan,less frequently,coal,private,hybrid,often,154,never,1018,small,1,21,44,23,Yes,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1625,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
normal,male,vegetarian,twice a day,coal,public,None,never,281,never,261,small,7,13,7,10,Sometimes,"['Paper', 'Metal']","['Grill', 'Airfryer']",1115,"['Paper', 'Metal']","['Grill', 'Airfryer']"
underweight,male,vegetarian,twice a day,natural gas,walk/bicycle,None,never,117,rarely,94,large,5,20,35,18,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1609,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
obese,female,vegan,twice a day,coal,walk/bicycle,None,sometimes,234,rarely,39,medium,7,4,29,1,No,['Paper'],['Stove'],2005,['Paper'],['Stove']
normal,female,vegan,twice a day,coal,private,electric,sometimes,173,never,3483,extra large,4,16,7,7,Yes,"['Paper', 'Glass']","['Grill', 'Airfryer']",1199,"['Paper', 'Glass']","['Grill', 'Airfryer']"
underweight,male,omnivore,less frequently,electricity,public,None,often,77,rarely,1099,small,6,4,32,21,Sometimes,['Metal'],"['Oven', 'Grill', 'Airfryer']",1418,['Metal'],"['Oven', 'Grill', 'Airfryer']"
obese,male,pescatarian,twice a day,coal,private,petrol,sometimes,232,rarely,8784,large,1,22,22,7,No,"['Plastic', 'Metal']","['Stove', 'Microwave']",5985,"['Plastic', 'Metal']","['Stove', 'Microwave']"
underweight,male,omnivore,twice a day,wood,private,lpg,sometimes,76,rarely,581,small,4,6,38,10,No,"['Paper', 'Plastic', 'Metal']",[],1421,"['Paper', 'Plastic', 'Metal']",[]
normal,male,vegetarian,more frequently,natural gas,walk/bicycle,None,sometimes,244,frequently,65,small,6,17,41,16,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2071,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
underweight,male,vegetarian,more frequently,wood,walk/bicycle,None,sometimes,253,frequently,41,medium,7,9,33,20,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2558,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
overweight,male,omnivore,less frequently,electricity,walk/bicycle,None,often,97,very frequently,65,extra large,4,9,7,23,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2555,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
obese,male,vegetarian,more frequently,wood,public,None,often,253,never,388,large,6,22,48,19,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",2554,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']"
obese,male,omnivore,more frequently,wood,public,None,sometimes,269,never,10,extra large,4,13,27,19,Yes,[],"['Oven', 'Grill', 'Airfryer']",2612,[],"['Oven', 'Grill', 'Airfryer']"
normal,female,omnivore,daily,electricity,private,petrol,sometimes,124,frequently,1612,medium,2,22,33,9,No,"['Paper', 'Glass']","['Stove', 'Oven']",1966,"['Paper', 'Glass']","['Stove', 'Oven']"
obese,male,vegan,twice a day,wood,walk/bicycle,None,often,80,rarely,49,large,7,21,38,17,Sometimes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2895,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']"
underweight,female,vegan,more frequently,coal,public,None,often,125,rarely,1147,large,3,6,22,19,Sometimes,['Plastic'],['Microwave'],1591,['Plastic'],['Microwave']
obese,male,pescatarian,twice a day,electricity,private,hybrid,never,91,frequently,1953,large,2,23,47,7,No,"['Paper', 'Plastic', 'Metal']",['Microwave'],2357,"['Paper', 'Plastic', 'Metal']",['Microwave']
underweight,male,vegan,daily,coal,private,petrol,often,128,rarely,1756,small,3,3,49,8,No,"['Plastic', 'Metal']","['Oven', 'Microwave']",2511,"['Plastic', 'Metal']","['Oven', 'Microwave']"
underweight,male,vegan,more frequently,natural gas,walk/bicycle,None,never,52,very frequently,50,medium,7,14,25,12,No,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2706,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
normal,female,vegan,twice a day,electricity,public,None,often,246,very frequently,1594,large,1,8,40,13,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",2044,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']"
obese,female,omnivore,twice a day,coal,public,None,never,160,rarely,1628,extra large,6,19,39,13,Yes,"['Paper', 'Glass']",['Stove'],2647,"['Paper', 'Glass']",['Stove']
underweight,female,vegan,more frequently,natural gas,private,petrol,often,169,very frequently,6096,small,7,12,49,0,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave']",4404,"['Glass', 'Metal']","['Oven', 'Microwave']"
normal,male,pescatarian,twice a day,coal,walk/bicycle,None,never,283,rarely,61,small,7,13,1,11,Sometimes,"['Paper', 'Plastic']","['Oven', 'Microwave']",1508,"['Paper', 'Plastic']","['Oven', 'Microwave']"
underweight,female,vegetarian,less frequently,natural gas,walk/bicycle,None,never,267,never,96,small,1,20,15,0,Yes,['Metal'],"['Stove', 'Oven']",667,['Metal'],"['Stove', 'Oven']"
obese,female,vegetarian,less frequently,natural gas,public,None,never,118,frequently,1646,extra large,3,17,4,2,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1689,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
overweight,male,pescatarian,daily,natural gas,walk/bicycle,None,sometimes,232,never,68,extra large,4,19,7,12,Yes,"['Paper', 'Metal']",[],1328,"['Paper', 'Metal']",[]
overweight,female,vegetarian,daily,natural gas,walk/bicycle,None,often,291,frequently,30,medium,4,0,13,18,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",2110,[],"['Microwave', 'Grill', 'Airfryer']"
underweight,female,vegetarian,more frequently,coal,private,electric,never,205,frequently,18,small,5,9,16,0,Sometimes,"['Glass', 'Metal']","['Stove', 'Microwave']",1498,"['Glass', 'Metal']","['Stove', 'Microwave']"
underweight,female,omnivore,more frequently,natural gas,walk/bicycle,None,often,210,frequently,27,large,6,7,32,5,Yes,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2187,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
obese,female,vegan,more frequently,natural gas,walk/bicycle,None,never,220,never,21,small,7,17,29,24,Yes,['Paper'],"['Stove', 'Microwave']",1442,['Paper'],"['Stove', 'Microwave']"
obese,female,omnivore,less frequently,electricity,walk/bicycle,None,sometimes,132,very frequently,44,extra large,6,13,19,16,Yes,['Metal'],"['Stove', 'Microwave']",3070,['Metal'],"['Stove', 'Microwave']"
obese,female,pescatarian,more frequently,wood,public,None,often,150,very frequently,1131,extra large,4,18,21,1,Sometimes,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2783,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
overweight,female,omnivore,daily,wood,walk/bicycle,None,often,275,rarely,1,large,6,20,16,3,No,"['Paper', 'Glass', 'Metal']",['Microwave'],1834,"['Paper', 'Glass', 'Metal']",['Microwave']
obese,male,vegetarian,less frequently,wood,public,None,often,181,never,1938,medium,3,2,1,4,No,"['Paper', 'Glass']","['Stove', 'Microwave']",1154,"['Paper', 'Glass']","['Stove', 'Microwave']"
obese,female,vegetarian,more frequently,wood,private,electric,never,122,never,5080,extra large,3,10,47,11,No,"['Paper', 'Plastic']","['Oven', 'Microwave']",1794,"['Paper', 'Plastic']","['Oven', 'Microwave']"
normal,male,pescatarian,daily,coal,public,None,never,236,very frequently,719,large,4,17,31,4,Yes,"['Paper', 'Glass']","['Stove', 'Microwave']",3077,"['Paper', 'Glass']","['Stove', 'Microwave']"
obese,female,vegetarian,twice a day,coal,private,diesel,never,93,frequently,4564,extra large,2,6,6,4,No,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2857,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
normal,male,omnivore,less frequently,electricity,private,electric,often,56,never,2315,extra large,3,11,49,16,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",1402,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']"
underweight,male,pescatarian,daily,wood,walk/bicycle,None,never,74,never,39,extra large,6,9,6,22,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",1275,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']"
obese,male,pescatarian,twice a day,wood,walk/bicycle,None,never,238,never,27,small,3,18,3,21,Sometimes,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1242,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
obese,male,vegan,more frequently,wood,private,electric,never,68,rarely,8892,small,7,5,0,16,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",1051,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']"
overweight,female,vegan,daily,coal,walk/bicycle,None,sometimes,219,very frequently,27,large,6,18,11,12,Sometimes,"['Paper', 'Glass', 'Metal']",['Oven'],2583,"['Paper', 'Glass', 'Metal']",['Oven']
normal,female,vegan,less frequently,wood,public,None,often,223,rarely,1402,large,5,3,27,20,Sometimes,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1671,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']"
normal,female,pescatarian,daily,wood,public,None,often,290,frequently,102,large,4,3,49,2,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2154,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
underweight,male,vegan,more frequently,natural gas,walk/bicycle,None,sometimes,226,very frequently,59,extra large,2,8,39,6,Sometimes,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2535,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
normal,female,vegetarian,daily,wood,walk/bicycle,None,often,219,rarely,75,large,1,0,7,24,Sometimes,"['Plastic', 'Metal']",['Microwave'],1077,"['Plastic', 'Metal']",['Microwave']
underweight,male,pescatarian,more frequently,electricity,walk/bicycle,None,often,124,rarely,51,large,7,16,40,7,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1731,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']"
normal,male,omnivore,daily,coal,walk/bicycle,None,sometimes,232,rarely,43,small,7,1,15,17,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1539,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
normal,male,pescatarian,twice a day,natural gas,walk/bicycle,None,sometimes,231,never,99,extra large,1,3,13,6,Yes,['Glass'],"['Stove', 'Oven', 'Microwave']",1118,['Glass'],"['Stove', 'Oven', 'Microwave']"
overweight,female,pescatarian,daily,natural gas,walk/bicycle,None,never,229,never,37,medium,3,15,50,20,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1704,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']"
underweight,female,vegetarian,less frequently,natural gas,private,electric,sometimes,62,never,6798,small,2,0,12,8,Sometimes,['Plastic'],"['Oven', 'Grill', 'Airfryer']",697,['Plastic'],"['Oven', 'Grill', 'Airfryer']"
underweight,male,vegan,less frequently,wood,public,None,often,187,very frequently,1010,extra large,6,9,12,6,No,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",3014,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']"
normal,male,vegan,twice a day,natural gas,public,None,never,265,frequently,768,large,6,20,19,17,No,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2428,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
normal,female,vegan,twice a day,wood,private,electric,often,90,rarely,6787,small,3,16,4,17,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",953,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
overweight,male,vegan,more frequently,natural gas,private,diesel,sometimes,190,never,9767,medium,5,3,42,24,Sometimes,"['Paper', 'Plastic']","['Stove', 'Microwave']",4418,"['Paper', 'Plastic']","['Stove', 'Microwave']"
overweight,male,vegan,twice a day,electricity,private,lpg,sometimes,85,very frequently,9106,small,1,10,33,4,Sometimes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",5285,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']"
normal,male,vegetarian,more frequently,wood,private,hybrid,often,72,very frequently,8260,medium,5,5,41,9,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4222,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
underweight,male,vegetarian,twice a day,electricity,public,None,never,281,never,1428,small,7,15,45,10,No,['Plastic'],['Stove'],1428,['Plastic'],['Stove']
obese,female,pescatarian,less frequently,wood,walk/bicycle,None,often,60,frequently,85,small,6,6,50,13,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2259,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']"
normal,female,vegetarian,twice a day,electricity,private,diesel,never,139,never,8042,large,1,21,7,14,Sometimes,['Glass'],"['Stove', 'Oven', 'Microwave']",2455,['Glass'],"['Stove', 'Oven', 'Microwave']"
underweight,female,pescatarian,daily,coal,private,hybrid,never,92,rarely,3976,medium,3,11,33,23,No,"['Paper', 'Glass']","['Grill', 'Airfryer']",1930,"['Paper', 'Glass']","['Grill', 'Airfryer']"
obese,male,omnivore,twice a day,electricity,walk/bicycle,None,sometimes,120,very frequently,39,medium,2,14,20,17,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2556,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
overweight,female,vegetarian,less frequently,electricity,public,None,often,275,frequently,156,large,2,24,1,22,No,"['Plastic', 'Metal']","['Grill', 'Airfryer']",1418,"['Plastic', 'Metal']","['Grill', 'Airfryer']"
normal,male,pescatarian,less frequently,natural gas,private,hybrid,never,139,very frequently,2332,small,7,1,18,10,Sometimes,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2972,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
overweight,male,pescatarian,more frequently,natural gas,public,None,never,115,never,1516,extra large,3,6,2,12,No,"['Paper', 'Metal']","['Stove', 'Microwave']",1091,"['Paper', 'Metal']","['Stove', 'Microwave']"
underweight,female,pescatarian,twice a day,natural gas,private,diesel,often,110,very frequently,5017,small,7,11,47,6,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3271,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
normal,male,vegan,daily,coal,walk/bicycle,None,never,83,frequently,39,small,7,13,15,9,Sometimes,"['Paper', 'Plastic']",['Microwave'],1696,"['Paper', 'Plastic']",['Microwave']
normal,female,pescatarian,more frequently,electricity,walk/bicycle,None,never,227,frequently,0,large,3,4,49,24,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1845,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
normal,female,pescatarian,daily,coal,public,None,often,154,very frequently,1463,large,4,14,1,4,Sometimes,"['Paper', 'Plastic']","['Grill', 'Airfryer']",2377,"['Paper', 'Plastic']","['Grill', 'Airfryer']"
underweight,female,vegetarian,more frequently,wood,private,lpg,never,198,frequently,7995,large,4,24,37,20,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",3596,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']"
underweight,female,pescatarian,more frequently,wood,private,diesel,often,150,rarely,4860,extra large,2,11,6,12,Sometimes,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2091,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']"
underweight,male,omnivore,daily,wood,private,electric,sometimes,285,frequently,5132,extra large,3,14,6,12,Sometimes,[],"['Stove', 'Microwave']",2225,[],"['Stove', 'Microwave']"
overweight,female,pescatarian,twice a day,electricity,private,petrol,sometimes,54,frequently,5793,small,2,24,33,17,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3585,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
normal,female,vegan,more frequently,natural gas,public,None,sometimes,52,never,1866,small,5,22,35,2,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",1080,"['Glass', 'Metal']","['Stove', 'Oven']"
overweight,female,pescatarian,twice a day,natural gas,public,None,often,158,frequently,1678,medium,4,15,45,10,Sometimes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2231,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
normal,female,pescatarian,more frequently,coal,walk/bicycle,None,never,169,frequently,35,small,7,9,43,2,Yes,"['Plastic', 'Metal']",['Oven'],1874,"['Plastic', 'Metal']",['Oven']
obese,female,omnivore,less frequently,natural gas,public,None,never,150,very frequently,1016,small,4,14,4,17,Yes,['Glass'],"['Oven', 'Grill', 'Airfryer']",2491,['Glass'],"['Oven', 'Grill', 'Airfryer']"
overweight,male,vegetarian,daily,wood,walk/bicycle,None,sometimes,246,very frequently,84,small,3,7,33,0,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2643,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
underweight,male,vegetarian,more frequently,coal,walk/bicycle,None,often,210,very frequently,73,extra large,1,12,11,23,No,[],"['Microwave', 'Grill', 'Airfryer']",2708,[],"['Microwave', 'Grill', 'Airfryer']"
normal,female,omnivore,less frequently,wood,public,None,never,124,very frequently,56,extra large,5,9,31,20,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2716,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
overweight,female,vegetarian,daily,natural gas,private,hybrid,sometimes,246,never,2451,large,7,24,47,14,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2289,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
normal,female,vegetarian,more frequently,wood,walk/bicycle,None,often,142,very frequently,86,small,4,2,41,5,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave'],2005,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave']
normal,male,vegan,less frequently,electricity,public,None,sometimes,60,very frequently,463,small,6,19,10,17,No,['Plastic'],[],2298,['Plastic'],[]
overweight,male,omnivore,less frequently,electricity,private,lpg,sometimes,72,frequently,3210,small,4,15,2,15,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2209,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
